penulis,judul,tahun,deskripsi,tautan,kata_kunci
"sagtya rengga surya pratama
","implementasi complete gini index text pada metode multinomial naive bayes untuk analisis sentimen
ulasan video game my lovely daughter",2024,"Seiring dengan kemajuan teknologi informasi, platform penjualan dan pembelian
konten elektronik seperti video game semakin berkembang, termasuk di antaranya
Steam, Epic Games Store, Origin, dan Uplay. Untuk menilai kualitas suatu game,
ulasan dari para pemain perlu dianalisis. Namun, tidak semua ulasan terkategori
dengan jelas sebagai direkomendasikan atau tidak. My Lovely Daughter, video
game yang dikembangkan oleh developerIndonesia pada platform Steam, terdapat
permasalahan mengenai kejelasan kategori pada pemberian ulasannya. Hal ini jelas
mempengaruhi pengembangan game selanjutnya. Oleh karena itu, analisis sentimen
diperlukan untuk mengidentifikasi ulasan yang positif atau negatif. Dalam analisis
sentimen, metode klasifikasi Multinomial Naïve Bayes terbukti efisien. Namun,
adanya jumlah data dan fitur yang besar, diperlukan seleksi fitur untuk
meningkatkan efisiensi dan akurasi klasifikasi. Complete Gini Index Text adalah
salah satu metode seleksi fitur yang mampu mengatasi dataset dengan fitur yang
sangat banyak. Perpaduan Multinomial Naïve Bayes dengan seleksi fitur Complete
Gini Index Text berhasil meningkatkan akurasi sebesar 12%, presisi sebesar 14%,
dan recall sebesar 14% dibandingkan hanya menggunakan Multinomial Naïve
Bayes tanpa seleksi fitur. Hasil penelitian yang telah dilakukan memberikan
kesimpulan bahwa game My Lovely Daughter memperoleh review yang baik bagi
penggunanya pada platform Steam.",https://drive.google.com/file/d/1erDyBnWBZfC0mF4ccURFv54VARY-Lt02/view?usp=sharing,"my lovely daughter, steam, analisis sentimen, multinomial naïve
bayes, complete gini index text."
tegar dwi prayuda,penerapan support vector machine (svm) untuk klasifikasi sentimen e-tilang pada twitter,2024,"E-Tilang sebuah inovasi penegak hukum di bidang lalu lintas yang berbasis
teknologi yang menggunakan perangkat elektronik seperti kamera pengawas close
circuit television (CCTV) yang mampu merekam kejadian dan mendeteksi plat
nomor kendaraan sebagai barang bukti. Atas kebijakan tersebut banyak masyarakat
yang belum begitu bijak dalam menyikapi penerapan kemajuan teknologi yaitu E-
Tilang. Hal ini ditandai adanya berbagai opini oleh para pengguna twitter tentang
E-Tilang yang terdiri berbagai macam ada yang pro maupun kontra. Twitter
merupakan sarana yang efektif dalam menampung opini pengguna transportasi.
Metode yang diusulkan pada peneltian ini menggunakan Support Vector Machine
(SVM). Data set yang digunakan dalam penelitian ini adalah tweet dengan bahasa
Indonesia dengan hastag E-Tilang dan didapatkan data set sebanyak 400 tweet dan
756 tweet. Hasil dari penelitian analisis sentimen E-Tilang menggunakan
klasifikasi Support Vector Machine (SVM) dan ektrasi fitur TF-IDF, dengan 250
dataset didapatkan akurasi 56%, presisi 61%, recall 71% dan menggunakan 590
dataset didapatkan akurasi 70%, presisi 71%, recall 96%.",https://drive.google.com/file/d/1YuLdHUJ8NOCggNqwtkLL6NRQHQGhgTEJ/view?usp=sharing,"analisis sentimen, e-tilang, twitter, support vector machine."
elvira nugrah fitria pribadi,sistem pendukung keputusan pemilihan delegasi bidan berprestasi menggunakan metode electre ,2024,"Puskesmas Sumbersari Jember merupakan sebuah instansi kesehatan yang di mana di
dalam instansi tersebut terdabat banyak bidang dan tenaga kesehatan termasuk Bidan.
Dinas Kesehatan Kabupaten Jember mempunyai program, yaitu pemilihan Tenga
Kesehatan berprestasi. Oleh karena itu, Puskesmas Sumbersari Jember perlu
melakukan pemilihan delegasi untuk mengikuti program tersebut khususnya di
bidang tenaga kesehatan Bidan. Sistem Pendukung Keputusan (SPK) adalah bagian
dari sistem informasi berbasis komputer yang dipakai untuk mendukung pengambil
keputusan dalam suatu organisasi atau perusahaan. Elimination and Choice
Translation Reality merupakan salah satu metode pengambil keputusan multikriteria
berdasarkan pada konsep outrangking dengan mambandingkan pasangan alternatif-
alternatif berdasarkan setiap kriteria yang sesuai. Sistem pendukung keputusan dapat
digunakan dalam proses delegasi pemilihan bidan berprestasi karena dapat
mempermudah pemilihan dan mempercepat waktu dalam pengambilan keputusan dan
tingkat akurasi pengambilan keputusan algoritma ELECTRE didapatkan hasil tingkat
akurasi sebesar 61,53%.",https://drive.google.com/file/d/14O_nRsnI-tBQA0nSxt9dmy2vAx8UOuuq/view?usp=sharing,"bidan, sistem pendukung keputusan, elimination and choice
translation reality."
desi adinda putri,pengaruh kualitas pelayanan pada penerapan aplikasi gps tracker patroli terhadap peningkatan kinerja pegawai,2024,"Pemanfaatan gadget inovasi data seperti PC dan web merupakan sesuatu yang mempunyai
manfaat yang luar biasa dan menunjang kinerja para anggota kepolisian. Polsek Giri adalah
salah satu instansi penegak hukum yang telah menerapkan pemanfaatan teknologi informasi
untuk beberapa sistem pekerjaan meliputi sistem absensi, patroli, pelaporan, pengiriman
informasi ke jajaran yang lebih tinggi, khususnya di wilayah Kecamatan Giri Kabupaten
Banyuwangi. Selama ini sebelum adanya GPS Tracker Patroli tersebut kinerja anggota
kepolisian di setiap polsek tidak dapat terpantau jelas. Hal ini juga dapat menimbulkan rasa
ketidakpercayaan masyarakat kepada anggota kepolisian. Pelayanan berwujud patroli yang
diberikan oleh pihak kepolisian bertujuan untuk memberikan rasa keamanan, ketertiban dan
kenyamanan bagi masyarakat di wilayah Kecamatan Giri. Dengan adanya GPS Tracker Patroli
tersebut maka pelayanan patroli yang dilaksanakan anggota kepolisian pada beberapa polsek
di seluruh wilayah Kabupaten Banyuwangi kepada masyarakat akan lebih maksimal. Pada
penelitian ini peneliti menggunakan metode penelitian kuantitatif. Hasil penelitian
menunjukkan bahwa pengujian regresi berganda atas pengaruh Tangible (Berwujud),
Relialibility (Kehandalan), Responsiveness (Ketanggapan), Assurance (Jaminan) dan Emphaty
(Empati) terhadap kepuasan masyarakat menunjukkan pengaruh yang positif signifikan.",https://drive.google.com/file/d/1uSm05Ht-DnXGwTaS0uQqqmCnkMjI5aoT/view?usp=sharing,"regresi, tracker patroli, responsiveness, relialibility, assurance, gps."
riris widiyanti putri,"analisis sentimen komentar pengguna twitter terhadap layanan aplikasi kesehatan halodoc dan alodokter
menggunakan metode multinomial naive bayes",2024,"Layanan kesehatan berbasis mobile adalah aplikasi teknologi digital,
seluler, dan nirkabel yang membantu mencapai tujuan kesehatan, kini banyak
aplikasi kesehatan seperti aplikasi layanan kesehatan Halodoc dan Alodokter
yang popular di kalangan masyarakat. Penelitian ini bertujuan untuk
mengevaluasi persepsi pengguna Twitter terhadap aplikasi layanan kesehatan
Halodoc dan Alodokter menggunakan Metode Multinomial Naïve Bayes, Tf-idf
sebagai pembobotan kata, K-fold Cross Validation sebagai tahap pembagian
data, dan Confusion Mtrix sebagai tahap pengujian. Dari masing – masing 100
dataset yang digunakan, sentimen pengguna terhadap Halodoc adalah 49 Positif
dan 51 Negatif. menghasilkan 54 Positif dan 46 Negatif, dengan hasil tertinggi
rata-rata akurasi tertinggi pada fold 10 mencapai 82%, presisi 81%, dan recall
78%. Sementara itu, sentimen terhadap Alodokter memiliki 46 Positif dan 54
Negatif secara aktual. Hasil prediksi adalah 37 Positif dan 63 Negatif, dengan
rata - rata akurasi tertinggi pada fold 5 mencapai 79%, presisi 86%, dan recall
67%. Secara umum, kedua aplikasi mendapatkan sentimen positif, namun
Halodoc memiliki kinerja prediksi yang lebih baik.",https://drive.google.com/file/d/1yKB7pnFYDOdvwYRUn6ZCC0a5AlihVTGk/view?usp=sharing,"halodoc, alodokter, multinomial naive bayes, twitter."
laila amanda ramadhani,analisis kinerja terbaik beauty advisormartha tilaar group cabang jember dengan metode cpi (composite performance index),2024,"Penilaian kinerja Beauty Advisor memiliki peran penting yang dibutuhkan dalam
industri kecantikan guna mempertahankan standar layanan yang tinggi sehingga
dapat meningkatkan kepuasan pelanggan. Pada penelitian ini, dibangun sebuah
sistem pendukung keputusan untuk penilaian kinerja terbaik Beauty Advisor
menggunakan beberapa kriteria dengan bobot tertentu pada masing-masing
penilaian. Composite Performance Index (CPI) merupakan metode yang
digunakan untuk evaluasi penilaian dengan beberapa tahap yang sangat
dipengaruhi oleh bobot yang diberikan. Proses perhitungan menggunakan metode
CPI memiliki beberapa tahap diantaranya perhitungan matrix, perhitungan
matriks skor, dan penentuan rangking. Hasil perhitungan sistem berdasarkan
tingkat keberhasilan dibanding dengan perhitungan manual memiliki tingkat
akurasi sebesar 82%.",https://drive.google.com/file/d/13RsDLmfPE_dhwOTi431GfK4ZSdtuzEOj/view?usp=sharing,"beauty advisor, composite performance index (cpi), sistem
pendukung keputusan (spk)."
satya rivangga,implementasi cloud computing pada prediksi tingkat kualitas udara berbasis internet of things (iot),2024,"Jumlah unit kendaraan bermotor di Kabupaten Jember selalu terjadi
peningkatan selama tahun 2018 hingga 2020 yang dikhawatirkan dapat membuat
kualitas udara memburuk sehingga dapat mengganggu kesehatan masyarakat saat
beraktivitas pada ruang publik terbuka. Permasalahan yang terjadi adalah
Kabupaten Jember masih belum memiliki alat pemantau kualitas udara di tempat-
tempat tersebut sehingga masyarakat tidak tahu kualitas udara saat di tempat
tersebut. Penelitian ini bertujuan untuk membuat perangkat Internet Of Things (IoT)
yang dapat mengukur polutan udara (CO, PM10, PM2.5) lalu menampilkan kualitas
udara berdasarkan perhitungan Indeks Standar Pencemar Udara (ISPU) pada ruang
publik terbuka tersebut melalui panel P5 dan perangkat tersebut dapat terintegrasi
dengan layanan cloud computing supaya data sensor dapat tersimpan dan diolah
untuk menghasilkan prediksi nilai ISPU polutan udara. AutoML memungkinkan
pengembang membuat model Machine Learning tanpa perlu membuat kode
program. Penelitian ini menggunakan dari Vertex AI AutoML Google Cloud
Platform untuk membuat model forecasting. Model forecasting digunakan untuk
memprediksi nilai ISPU polutan udara pada pukul 07:45:05 – 08:00:00.
Berdasarkan penelitian yang telah dilakukan yaitu pengujian model ISPU CO
dengan data training menghasilkan nilai RMSE 0.019 dan pengujian model dengan
data testing menghasilkan nilai RMSE 0.0204. Model ISPU PM10 dengan data
training menghasilkan nilai RMSE 0.942 dan data testing menghasilkan nilai
RMSE 0.8367. Model ISPU PM2.5 dengan data training menghasilkan nilai RMSE
1.409 dan data testing menghasilkan nilai RMSE 0.884. Rentang waktu dengan
nilai ISPU polutan terendah berada pada 07:08 - 08:00 WIB Sedangkan pada
implementasi sistem perangkat IoT dapat menghitung nilai ISPU dan kategori ISPU
berdasarkan konsentrasi nilai polutan dan data tersebut dapat tersimpan di Google
Cloud Storage serta data tersebut dapat di tampilkan di panel P5.",https://drive.google.com/file/d/1NsxkSTmvowdWs92fHs8r0io8YgUGKVT0/view?usp=sharing,"internet of things, polusi udara, cloud computing, prediksi polutan
udara."
rizal abdur rohman,penerapan algoritma convolution neural network untuk klasifikasi jenis cabai berdasarkan warna dan bentuk buah,2024,"Cabai merupakan tumbuhan yang banyak di budidayakan di Indonesia.
Cabai sendiri memiliki beragam jenis yang dimana jenis satu dengan yang lainnya
memiliki kesamaan fisik secara kasat mata. Pemanfaatan teknologi dalam bidang
pertanian dilakukan untuk mempermudah dalam melakukan pekerjaan. Salah
satunya dengan membuat sistem identifikasi secara otomatis dengan memanfaatkan
citra gambar. Penelitian ini bertujuan untuk mengetahui tingkat akurasi dalam
meentukan jenis cabai berdasrkan warna dan bentuk cabai menggunakan metode
Convolutional Neural Network (CNN) dengan arsitektur VGG-16 serta megetahui
sensitivitas dan spesifitas pada model yang sudah di buat pada jenis cabai
berdasarkan warna dan bentuk cabai. Hasil pengujian rancangan arsitektur terbaik
pada penelitian ini mendeteksi dan mengklasifikasi jenis cabai adalah
Convolutional Neural Network (CNN) dengan arsitektur VGG-16 dengan hasil
akurasi 100%. Pada uji coba efektiviast model, pada model, pada model fold 8
mendapatkan nilai yang sangat baik sebesar accuracy 93,3%, sensitivitas 89,7%,
dan spesifitas 95,0%. Convolution Neural Network dapat dilakukan klasifikasi
obyek gambar dengan baik jika yang diklasifikasi sangat mirip dengan dataset yang
sudah dilatih.",https://drive.google.com/file/d/14SUm987uOYXQmUBZf37wUgK2G4w6RhTp/view?usp=sharing,"cabai, convolution neural network (cnn), vgg-16."
Dewangga Aldiar Rozzaq ,klasifikasi kesehatan calon pengantin menggunakan algoritma modified k-nearest neighbor (mknn),2024,"Pernikahan merupakan peristiwa yang paling sakral dialami oleh setiap
manusia, pernikahan atau perkawinan artinya suatu akad yang menghalalkan
pergaulan antara seorang laki - laki dan seorang perempuan yang bukan muhrim
dan minimbulkan hak dan kewajiban antara keduanya. Salah satu tujuan pernikahan
yaitu melindungi dan menjaga keturunan sehingga terbentuk keturunan yang sehat
baik secara jasmani maupun rohani. Maka dari itu, kita harus lebih pintar dan bijak
dalam memilih pasangan dengan memperhatikan, menyelidiki dan mengenal
pasangan kita terlebih dahulu sebelum memutuskan untuk menjalani kehidupan
dalam berumah tangga. Salah satu faktor yang dapat dijadikan pertimbangan untuk
memilih pasangan ialah mengetahui riwayat kesehatan, kepribadian dan perilaku
gaya hidupnya. Hal ini tentunya berkaitan dengan pemeriksaan kesehatan pra nikah
seperti penyelidikan, pengamatan, dan pemeriksaan kondisi kesehatan jasmani dan
rohani yang berguna untuk kelangsungan pernikahan. Dalam penelitian ini
menggunakan Algoritma Modified K-Nearest Neighbor (MKNN) untuk
mengklasifikasikan data calon pengantin. MKNN ialah algoritma yang
dikembangkan dari algoritma KNN dengan menambahkan proses perhitungan nilai
validitas dan perhitungan weighted voting untuk menghitung bobot dari masing-
masing terdekat. Dengan performasi nilai akurasi sebesar 88%, nilai presisi sebesar
90,91%, serta nilai recall sebesar 100% yang didapat pada percobaan dengan nilai
K=3. Maka dapat disimpulkan bahwa algoritma Modified K-Nearest Neighbor
dapat diterapkan dalam mengklasifikasikan data calon pengantin dengan cukup
akurat.",https://drive.google.com/file/d/1_WkZ8-_Ewj4MDghEY-uLJU3jlPWQq8IY/view?usp=sharing,"calon pengantin, klasifikasi, modified k-nearest neighbor
(mknn)."
maula qosdus sabil,identifikasi penyakit dan hama pada tanaman jambu kristal berbasis website dengan metode euclidean probability,2024,"Jambu kristal adalah jambu yang diimpor dari Taiwan. Jambu ini dikenal sebagai
jambu tanpa biji dengan ukuran yang besar dan rasa yang sangat manis, yang
membuat harga buah ini berada di jajaran atas jambu. Sementara sebagian besar
petani saat ini kurang memahami pengetahuan tentang manajemen penyakit dan
hama yang diwariskan secara turun-temurun dari orang tua mereka. Hal ini
mengakibatkan banyak hasil panen dengan kualitas buah yang biasa saja. Di sisi
lain, ketika jambu kristal memiliki kualitas terbaik, harga jual jambu kristal jauh
lebih tinggi daripada rata-rata jambu jenis lainnya. Keterbatasan pakar tanaman
padi masih terbatas, bahkan banyak juga petani pemula yang belum mengetahui
banyak tentang hama dan penyakit tanaman jambu kristal yang menyebabkan gagal
panen. Sistem pakar bisa menjadi salah satu alternatif dalam menyelesaikan
permasalahan ini dengan menerjemakan keahlian seorang pakar ke dalam sebuah
sistem. Sistem pakar ini dirancang dengan menerapkan metode Euclidean
Probability untuk menghasilkan nilai berdasarkan apa yang telah terjadi,
menggunakan teknik pendekatan kasus per kasus untuk memprediksi peluang yang
muncul. Dari hasil pengujian sistem, dapat diperoleh bahwa metode euclidean
probability memiliki tingkat presisi dengan nilai rata-rata sebesar 92%. Dan
terdapat 1 penyakit yang memiliki nilai persentase paling rendah yaitu dalam
diagnosa penyakit bakteri dengan nilai 50%. Sedangkan tingkat akurasi sistem
memiliki persentase sebesar 92 % yang membuktikan bahwa sistem memiliki
keberhasilan tingkat akurasi yang cukup baik sesuai dengan diagnosa pakar dan
memiliki tingkat recall dengan nilai sebasar 100%.",https://drive.google.com/file/d/1XIw4o7FPn0sVBsGIag2Ju5lWodOFKWe9/view?usp=sharing,"identifikasi, sistem pakar, euclidean probability, hama dan penyakit,
jambu kristal."
